id;name;sex;age;social_class;siblings;parents_alive;annual_income;housenumber;browser_used;city;fraud
721;Colbert, Mr. Patrick;male;24.0;3;0;0;72500.0;111;Firefox;Co Limerick, Ireland Sherbrooke, PQ;Yes
722;Coleff, Mr. Peju;male;36.0;3;0;0;74958.0;70;Chrome;Bulgaria Chicago, IL;Yes
723;Coleff, Mr. Satio;male;24.0;3;0;0;74958.0;112;Chrome;;Yes
724;Conlon, Mr. Thomas Henry;male;31.0;3;0;0;77333.0;31;Firefox;Philadelphia, PA;Yes
725;Connaghton, Mr. Michael;male;31.0;3;0;0;77500.0;3;Firefox;Ireland Brooklyn, NY;Yes
726;Connolly, Miss. Kate;female;22.0;3;0;0;77500.0;160;Firefox;Ireland;No
727;Connolly, Miss. Kate;female;30.0;3;0;0;76292.0;124;Firefox;Ireland;Yes
728;Connors, Mr. Patrick;male;70.5;3;0;0;77500.0;254;Firefox;;Yes
729;Cook, Mr. Jacob;male;43.0;3;0;0;80500.0;116;Chrome;;Yes
730;Cor, Mr. Bartol;male;35.0;3;0;0;78958.0;138;Chrome;Austria;Yes
731;Cor, Mr. Ivan;male;27.0;3;0;0;78958.0;69;Chrome;Austria;Yes
732;Cor, Mr. Liudevit;male;19.0;3;0;0;78958.0;236;Chrome;Austria;Yes
733;Corn, Mr. Harry;male;30.0;3;0;0;80500.0;26;Chrome;London;Yes
734;"Coutts, Master. Eden Leslie ""Neville""";male;9.0;3;1;1;159000.0;226;Chrome;England Brooklyn, NY;No
735;"Coutts, Master. William Loch ""William""";male;3.0;3;1;1;159000.0;52;Chrome;England Brooklyn, NY;No
736;"Coutts, Mrs. William (Winnie ""Minnie"" Treanor)";female;36.0;3;0;2;159000.0;48;Chrome;England Brooklyn, NY;No
737;Coxon, Mr. Daniel;male;59.0;3;0;0;72500.0;181;Chrome;Merrill, WI;Yes
738;Crease, Mr. Ernest James;male;19.0;3;0;0;81583.0;117;Chrome;Bristol, England Cleveland, OH;Yes
739;Cribb, Miss. Laura Alice;female;17.0;3;0;1;161000.0;165;Chrome;Bournemouth, England Newark, NJ;No
740;Cribb, Mr. John Hatfield;male;44.0;3;0;1;161000.0;156;Chrome;Bournemouth, England Newark, NJ;Yes
741;Culumovic, Mr. Jeso;male;17.0;3;0;0;86625.0;106;Chrome;Austria-Hungary;Yes
742;Daher, Mr. Shedid;male;22.5;3;0;0;72250.0;132;Internet Explorer;;Yes
743;Dahl, Mr. Karl Edwart;male;45.0;3;0;0;80500.0;57;Chrome;Australia Fingal, ND;No
744;Dahlberg, Miss. Gerda Ulrika;female;22.0;3;0;0;105167.0;154;Chrome;Norrlot, Sweden Chicago, IL;Yes
745;Dakic, Mr. Branko;male;19.0;3;0;0;101708.0;7;Chrome;Austria;Yes
746;"Daly, Miss. Margaret Marcella ""Maggie""";female;30.0;3;0;0;69500.0;126;Firefox;Co Athlone, Ireland New York, NY;No
747;Daly, Mr. Eugene Patrick;male;29.0;3;0;0;77500.0;29;Firefox;Co Athlone, Ireland New York, NY;No
748;Danbom, Master. Gilbert Sigvard Emanuel;male;0.3333;3;0;2;144000.0;21;Chrome;Stanton, IA;Yes
749;Danbom, Mr. Ernst Gilbert;male;34.0;3;1;1;144000.0;161;Chrome;Stanton, IA;Yes
750;Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren);female;28.0;3;1;1;144000.0;36;Chrome;Stanton, IA;Yes
751;Danoff, Mr. Yoto;male;27.0;3;0;0;78958.0;92;Chrome;Bulgaria Chicago, IL;Yes
752;Dantcheff, Mr. Ristiu;male;25.0;3;0;0;78958.0;177;Chrome;Bulgaria Chicago, IL;Yes
753;Davies, Mr. Alfred J;male;24.0;3;2;0;241500.0;244;Chrome;West Bromwich, England Pontiac, MI;Yes
754;Davies, Mr. Evan;male;22.0;3;0;0;80500.0;41;Chrome;;Yes
755;Davies, Mr. John Samuel;male;21.0;3;2;0;241500.0;124;Chrome;West Bromwich, England Pontiac, MI;Yes
756;Davies, Mr. Joseph;male;17.0;3;2;0;80500.0;180;Chrome;West Bromwich, England Pontiac, MI;Yes
757;Davison, Mr. Thomas Henry;male;;3;1;0;161000.0;100;Chrome;Liverpool, England Bedford, OH;Yes
758;Davison, Mrs. Thomas Henry (Mary E Finck);female;;3;1;0;161000.0;132;Chrome;Liverpool, England Bedford, OH;No
759;de Messemaeker, Mr. Guillaume Joseph;male;36.5;3;1;0;174000.0;64;Chrome;Tampico, MT;No
760;de Messemaeker, Mrs. Guillaume Joseph (Emma);female;36.0;3;1;0;174000.0;218;Chrome;Tampico, MT;No
761;de Mulder, Mr. Theodore;male;30.0;3;0;0;95000.0;185;Chrome;Belgium Detroit, MI;No
762;de Pelsmaeker, Mr. Alfons;male;16.0;3;0;0;95000.0;67;Chrome;;Yes
763;Dean, Master. Bertram Vere;male;1.0;3;1;2;205750.0;174;Chrome;Devon, England Wichita, KS;No
764;"Dean, Miss. Elizabeth Gladys ""Millvina""";female;0.1667;3;1;2;205750.0;236;Chrome;Devon, England Wichita, KS;No
765;Dean, Mr. Bertram Frank;male;26.0;3;1;2;205750.0;10;Chrome;Devon, England Wichita, KS;Yes
766;Dean, Mrs. Bertram (Eva Georgetta Light);female;33.0;3;1;2;205750.0;87;Chrome;Devon, England Wichita, KS;No
767;Delalic, Mr. Redjo;male;25.0;3;0;0;78958.0;230;Chrome;;Yes
768;Demetri, Mr. Marinko;male;;3;0;0;78958.0;185;Chrome;;Yes
769;Denkoff, Mr. Mitto;male;;3;0;0;78958.0;123;Chrome;Bulgaria Coon Rapids, IA;Yes
770;Dennis, Mr. Samuel;male;22.0;3;0;0;72500.0;41;Chrome;;Yes
771;Dennis, Mr. William;male;36.0;3;0;0;72500.0;178;Chrome;;Yes
772;Devaney, Miss. Margaret Delia;female;19.0;3;0;0;78792.0;112;Firefox;Kilmacowen, Co Sligo, Ireland New York, NY;No
773;Dika, Mr. Mirko;male;17.0;3;0;0;78958.0;220;Chrome;;Yes
774;Dimic, Mr. Jovan;male;42.0;3;0;0;86625.0;198;Chrome;;Yes
775;Dintcheff, Mr. Valtcho;male;43.0;3;0;0;78958.0;10;Chrome;;Yes
776;Doharr, Mr. Tannous;male;;3;0;0;72292.0;115;Internet Explorer;;Yes
777;Dooley, Mr. Patrick;male;32.0;3;0;0;77500.0;156;Firefox;Ireland New York, NY;Yes
778;Dorking, Mr. Edward Arthur;male;19.0;3;0;0;80500.0;25;Chrome;England Oglesby, IL;No
779;Dowdell, Miss. Elizabeth;female;30.0;3;0;0;124750.0;164;Chrome;Union Hill, NJ;No
780;Doyle, Miss. Elizabeth;female;24.0;3;0;0;77500.0;45;Firefox;Ireland New York, NY;Yes
781;Drapkin, Miss. Jennie;female;23.0;3;0;0;80500.0;25;Chrome;London New York, NY;No
782;Drazenoic, Mr. Jozef;male;33.0;3;0;0;78958.0;187;Internet Explorer;Austria Niagara Falls, NY;Yes
783;Duane, Mr. Frank;male;65.0;3;0;0;77500.0;235;Firefox;;Yes
784;Duquemin, Mr. Joseph;male;24.0;3;0;0;75500.0;220;Chrome;England Albion, NY;No
785;Dyker, Mr. Adolf Fredrik;male;23.0;3;1;0;139000.0;29;Chrome;West Haven, CT;Yes
786;Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson);female;22.0;3;1;0;139000.0;153;Chrome;West Haven, CT;No
787;Edvardsson, Mr. Gustaf Hjalmar;male;18.0;3;0;0;77750.0;232;Chrome;Tofta, Sweden Joliet, IL;Yes
788;Eklund, Mr. Hans Linus;male;16.0;3;0;0;77750.0;48;Chrome;Karberg, Sweden Jerome Junction, AZ;Yes
789;Ekstrom, Mr. Johan;male;45.0;3;0;0;69750.0;230;Chrome;Effington Rut, SD;Yes
790;Elias, Mr. Dibo;male;;3;0;0;72250.0;50;Internet Explorer;;Yes
791;Elias, Mr. Joseph;male;39.0;3;0;2;72292.0;71;Internet Explorer;Syria Ottawa, ON;Yes
792;Elias, Mr. Joseph Jr;male;17.0;3;1;1;72292.0;245;Internet Explorer;;Yes
793;Elias, Mr. Tannous;male;15.0;3;1;1;72292.0;117;Internet Explorer;Syria;Yes
794;Elsbury, Mr. William James;male;47.0;3;0;0;72500.0;32;Chrome;Illinois, USA;Yes
795;Emanuel, Miss. Virginia Ethel;female;5.0;3;0;0;124750.0;52;Chrome;New York, NY;No
796;Emir, Mr. Farred Chehab;male;;3;0;0;72250.0;251;Internet Explorer;;Yes
797;Everett, Mr. Thomas James;male;40.5;3;0;0;151000.0;30;Chrome;;Yes
798;Farrell, Mr. James;male;40.5;3;0;0;77500.0;147;Firefox;Aughnacliff, Co Longford, Ireland New York, NY;Yes
799;Finoli, Mr. Luigi;male;;3;0;0;70500.0;159;Chrome;Italy Philadelphia, PA;No
800;Fischer, Mr. Eberhard Thelander;male;18.0;3;0;0;77958.0;162;Chrome;;Yes
801;Fleming, Miss. Honora;female;;3;0;0;77500.0;31;Firefox;;Yes
802;Flynn, Mr. James;male;;3;0;0;77500.0;221;Firefox;;Yes
803;Flynn, Mr. John;male;;3;0;0;69500.0;188;Firefox;;Yes
804;Foley, Mr. Joseph;male;26.0;3;0;0;78792.0;193;Firefox;Ireland Chicago, IL;Yes
805;Foley, Mr. William;male;;3;0;0;77500.0;52;Firefox;Ireland;Yes
806;Foo, Mr. Choong;male;;3;0;0;564958.0;18;Chrome;Hong Kong New York, NY;No
807;"Ford, Miss. Doolina Margaret ""Daisy""";female;21.0;3;2;2;343750.0;30;Chrome;Rotherfield, Sussex, England Essex Co, MA;Yes
808;"Ford, Miss. Robina Maggie ""Ruby""";female;9.0;3;2;2;343750.0;186;Chrome;Rotherfield, Sussex, England Essex Co, MA;Yes
809;Ford, Mr. Arthur;male;;3;0;0;80500.0;100;Chrome;Bridgwater, Somerset, England;Yes
810;Ford, Mr. Edward Watson;male;18.0;3;2;2;343750.0;106;Chrome;Rotherfield, Sussex, England Essex Co, MA;Yes
811;Ford, Mr. William Neal;male;16.0;3;1;3;343750.0;2;Chrome;Rotherfield, Sussex, England Essex Co, MA;Yes
812;Ford, Mrs. Edward (Margaret Ann Watson);female;48.0;3;1;3;343750.0;11;Chrome;Rotherfield, Sussex, England Essex Co, MA;Yes
813;Fox, Mr. Patrick;male;;3;0;0;77500.0;164;Firefox;Ireland New York, NY;Yes
814;Franklin, Mr. Charles (Charles Fardon);male;;3;0;0;72500.0;213;Chrome;;Yes
815;Gallagher, Mr. Martin;male;25.0;3;0;0;77417.0;95;Firefox;New York, NY;Yes
816;Garfirth, Mr. John;male;;3;0;0;145000.0;181;Chrome;;Yes
817;Gheorgheff, Mr. Stanio;male;;3;0;0;78958.0;31;Internet Explorer;;Yes
818;Gilinski, Mr. Eliezer;male;22.0;3;0;0;80500.0;100;Chrome;;Yes
819;"Gilnagh, Miss. Katherine ""Katie""";female;16.0;3;0;0;77333.0;97;Firefox;Co Longford, Ireland New York, NY;No
820;Glynn, Miss. Mary Agatha;female;;3;0;0;77500.0;110;Firefox;Co Clare, Ireland Washington, DC;No
821;"Goldsmith, Master. Frank John William ""Frankie""";male;9.0;3;0;2;205250.0;240;Chrome;Strood, Kent, England Detroit, MI;No
822;Goldsmith, Mr. Frank John;male;33.0;3;1;1;205250.0;200;Chrome;Strood, Kent, England Detroit, MI;Yes
823;Goldsmith, Mr. Nathan;male;41.0;3;0;0;78500.0;231;Chrome;Philadelphia, PA;Yes
824;Goldsmith, Mrs. Frank John (Emily Alice Brown);female;31.0;3;1;1;205250.0;117;Chrome;Strood, Kent, England Detroit, MI;No
825;Goncalves, Mr. Manuel Estanslas;male;38.0;3;0;0;70500.0;81;Chrome;Portugal;Yes
826;Goodwin, Master. Harold Victor;male;9.0;3;5;2;469000.0;113;Chrome;Wiltshire, England Niagara Falls, NY;Yes
827;Goodwin, Master. Sidney Leonard;male;1.0;3;5;2;469000.0;8;Chrome;Wiltshire, England Niagara Falls, NY;Yes
828;Goodwin, Master. William Frederick;male;11.0;3;5;2;469000.0;52;Chrome;Wiltshire, England Niagara Falls, NY;Yes
829;Goodwin, Miss. Jessie Allis;female;10.0;3;5;2;469000.0;165;Chrome;Wiltshire, England Niagara Falls, NY;Yes
830;Goodwin, Miss. Lillian Amy;female;16.0;3;5;2;469000.0;126;Chrome;Wiltshire, England Niagara Falls, NY;Yes
831;Goodwin, Mr. Charles Edward;male;14.0;3;5;2;469000.0;163;Chrome;Wiltshire, England Niagara Falls, NY;Yes
832;Goodwin, Mr. Charles Frederick;male;40.0;3;1;6;469000.0;79;Chrome;Wiltshire, England Niagara Falls, NY;Yes
833;Goodwin, Mrs. Frederick (Augusta Tyler);female;43.0;3;1;6;469000.0;148;Chrome;Wiltshire, England Niagara Falls, NY;Yes
834;Green, Mr. George Henry;male;51.0;3;0;0;80500.0;26;Chrome;Dorking, Surrey, England;Yes
835;Gronnestad, Mr. Daniel Danielsen;male;32.0;3;0;0;83625.0;236;Chrome;Foresvik, Norway Portland, ND;Yes
836;Guest, Mr. Robert;male;;3;0;0;80500.0;169;Chrome;;Yes
837;Gustafsson, Mr. Alfred Ossian;male;20.0;3;0;0;98458.0;174;Chrome;Waukegan, Chicago, IL;Yes
838;Gustafsson, Mr. Anders Vilhelm;male;37.0;3;2;0;79250.0;34;Chrome;Ruotsinphytaa, Finland New York, NY;Yes
839;Gustafsson, Mr. Johan Birger;male;28.0;3;2;0;79250.0;157;Chrome;Ruotsinphytaa, Finland New York, NY;Yes
840;Gustafsson, Mr. Karl Gideon;male;19.0;3;0;0;77750.0;233;Chrome;Myren, Sweden New York, NY;Yes
841;Haas, Miss. Aloisia;female;24.0;3;0;0;88500.0;109;Chrome;;Yes
842;Hagardon, Miss. Kate;female;17.0;3;0;0;77333.0;4;Firefox;;Yes
843;Hagland, Mr. Ingvald Olai Olsen;male;;3;1;0;199667.0;218;Chrome;;Yes
844;Hagland, Mr. Konrad Mathias Reiersen;male;;3;1;0;199667.0;221;Chrome;;Yes
845;Hakkarainen, Mr. Pekka Pietari;male;28.0;3;1;0;158500.0;116;Chrome;;Yes
846;Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck);female;24.0;3;1;0;158500.0;236;Chrome;;No
847;Hampe, Mr. Leon;male;20.0;3;0;0;95000.0;104;Chrome;;Yes
848;Hanna, Mr. Mansour;male;23.5;3;0;0;72292.0;95;Internet Explorer;;Yes
849;Hansen, Mr. Claus Peter;male;41.0;3;2;0;141083.0;117;Chrome;;Yes
850;Hansen, Mr. Henrik Juul;male;26.0;3;1;0;78542.0;200;Chrome;;Yes
851;Hansen, Mr. Henry Damsgaard;male;21.0;3;0;0;78542.0;219;Chrome;;Yes
852;Hansen, Mrs. Claus Peter (Jennie L Howard);female;45.0;3;1;0;141083.0;119;Chrome;;No
853;Harknett, Miss. Alice Phoebe;female;;3;0;0;75500.0;98;Chrome;;Yes
854;Harmer, Mr. Abraham (David Lishin);male;25.0;3;0;0;72500.0;80;Chrome;;Yes
855;Hart, Mr. Henry;male;;3;0;0;68583.0;53;Firefox;;Yes
856;Hassan, Mr. Houssein G N;male;11.0;3;0;0;187875.0;10;Internet Explorer;;Yes
857;"Healy, Miss. Hanora ""Nora""";female;;3;0;0;77500.0;25;Firefox;;No
858;Hedman, Mr. Oskar Arvid;male;27.0;3;0;0;69750.0;105;Chrome;;No
859;Hee, Mr. Ling;male;;3;0;0;564958.0;216;Chrome;;No
860;"Hegarty, Miss. Hanora ""Nora""";female;18.0;3;0;0;67500.0;187;Firefox;;Yes
861;Heikkinen, Miss. Laina;female;26.0;3;0;0;79250.0;207;Chrome;;No
862;Heininen, Miss. Wendla Maria;female;23.0;3;0;0;79250.0;203;Chrome;;Yes
863;Hellstrom, Miss. Hilda Maria;female;22.0;3;0;0;89625.0;10;Chrome;;No
864;Hendekovic, Mr. Ignjac;male;28.0;3;0;0;78958.0;245;Chrome;;Yes
865;Henriksson, Miss. Jenny Lovisa;female;28.0;3;0;0;77750.0;188;Chrome;;Yes
866;Henry, Miss. Delia;female;;3;0;0;77500.0;190;Firefox;;Yes
867;Hirvonen, Miss. Hildur E;female;2.0;3;0;1;122875.0;28;Chrome;;No
868;Hirvonen, Mrs. Alexander (Helga E Lindqvist);female;22.0;3;1;1;122875.0;158;Chrome;;No
869;Holm, Mr. John Fredrik Alexander;male;43.0;3;0;0;64500.0;38;Chrome;;Yes
870;Holthen, Mr. Johan Martin;male;28.0;3;0;0;225250.0;6;Chrome;;Yes
871;Honkanen, Miss. Eliina;female;27.0;3;0;0;79250.0;79;Chrome;;No
872;Horgan, Mr. John;male;;3;0;0;77500.0;11;Firefox;;Yes
873;Howard, Miss. May Elizabeth;female;;3;0;0;80500.0;253;Chrome;;No
874;Humblen, Mr. Adolf Mathias Nicolai Olsen;male;42.0;3;0;0;76500.0;211;Chrome;;Yes
875;Hyman, Mr. Abraham;male;;3;0;0;78875.0;168;Chrome;;No
876;Ibrahim Shawah, Mr. Yousseff;male;30.0;3;0;0;72292.0;123;Internet Explorer;;Yes
877;Ilieff, Mr. Ylio;male;;3;0;0;78958.0;198;Chrome;;Yes
878;Ilmakangas, Miss. Ida Livija;female;27.0;3;1;0;79250.0;91;Chrome;;Yes
879;Ilmakangas, Miss. Pieta Sofia;female;25.0;3;1;0;79250.0;54;Chrome;;Yes
880;Ivanoff, Mr. Kanio;male;;3;0;0;78958.0;237;Chrome;;Yes
881;Jalsevac, Mr. Ivan;male;29.0;3;0;0;78958.0;4;Internet Explorer;;No
882;Jansson, Mr. Carl Olof;male;21.0;3;0;0;77958.0;104;Chrome;;No
883;Jardin, Mr. Jose Neto;male;;3;0;0;70500.0;253;Chrome;;Yes
884;Jensen, Mr. Hans Peder;male;20.0;3;0;0;78542.0;138;Chrome;;Yes
885;Jensen, Mr. Niels Peder;male;48.0;3;0;0;78542.0;100;Chrome;;Yes
886;Jensen, Mr. Svend Lauritz;male;17.0;3;1;0;70542.0;180;Chrome;;Yes
887;Jermyn, Miss. Annie;female;;3;0;0;77500.0;52;Firefox;;No
888;Johannesen-Bratthammer, Mr. Bernt;male;;3;0;0;81125.0;181;Chrome;;No
889;Johanson, Mr. Jakob Alfred;male;34.0;3;0;0;64958.0;97;Chrome;;Yes
890;Johansson Palmquist, Mr. Oskar Leander;male;26.0;3;0;0;77750.0;197;Chrome;;No
891;Johansson, Mr. Erik;male;22.0;3;0;0;77958.0;95;Chrome;;Yes
892;Johansson, Mr. Gustaf Joel;male;33.0;3;0;0;86542.0;204;Chrome;;Yes
893;Johansson, Mr. Karl Johan;male;31.0;3;0;0;77750.0;236;Chrome;;Yes
894;Johansson, Mr. Nils;male;29.0;3;0;0;78542.0;109;Chrome;;Yes
895;Johnson, Master. Harold Theodor;male;4.0;3;1;1;111333.0;240;Chrome;;No
896;Johnson, Miss. Eleanor Ileen;female;1.0;3;1;1;111333.0;187;Chrome;;No
897;Johnson, Mr. Alfred;male;49.0;3;0;0;0.0;131;Chrome;;Yes
898;Johnson, Mr. Malkolm Joackim;male;33.0;3;0;0;77750.0;122;Chrome;;Yes
899;Johnson, Mr. William Cahoone Jr;male;19.0;3;0;0;0.0;141;Chrome;;Yes
900;Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg);female;27.0;3;0;2;111333.0;229;Chrome;;No
901;"Johnston, Master. William Arthur ""Willie""";male;;3;1;2;234500.0;172;Chrome;;Yes
902;"Johnston, Miss. Catherine Helen ""Carrie""";female;;3;1;2;234500.0;161;Chrome;;Yes
903;Johnston, Mr. Andrew G;male;;3;1;2;234500.0;243;Chrome;;Yes
904;"Johnston, Mrs. Andrew G (Elizabeth ""Lily"" Watson)";female;;3;1;2;234500.0;141;Chrome;;Yes
905;Jonkoff, Mr. Lalio;male;23.0;3;0;0;78958.0;7;Chrome;;Yes
906;Jonsson, Mr. Carl;male;32.0;3;0;0;78542.0;176;Chrome;;No
907;Jonsson, Mr. Nils Hilding;male;27.0;3;0;0;78542.0;156;Chrome;;Yes
908;Jussila, Miss. Katriina;female;20.0;3;1;0;98250.0;41;Chrome;;Yes
909;Jussila, Miss. Mari Aina;female;21.0;3;1;0;98250.0;187;Chrome;;Yes
910;Jussila, Mr. Eiriik;male;32.0;3;0;0;79250.0;132;Chrome;;No
911;Kallio, Mr. Nikolai Erland;male;17.0;3;0;0;71250.0;209;Chrome;;Yes
912;Kalvik, Mr. Johannes Halvorsen;male;21.0;3;0;0;84333.0;241;Chrome;;Yes
913;Karaic, Mr. Milan;male;30.0;3;0;0;78958.0;147;Chrome;;Yes
914;Karlsson, Mr. Einar Gervasius;male;21.0;3;0;0;77958.0;155;Chrome;;No
915;Karlsson, Mr. Julius Konrad Eugen;male;33.0;3;0;0;78542.0;128;Chrome;;Yes
916;Karlsson, Mr. Nils August;male;22.0;3;0;0;75208.0;16;Chrome;;Yes
917;Karun, Miss. Manca;female;4.0;3;0;1;134167.0;24;Internet Explorer;;No
918;Karun, Mr. Franz;male;39.0;3;0;1;134167.0;111;Internet Explorer;;No
919;Kassem, Mr. Fared;male;;3;0;0;72292.0;207;Internet Explorer;;Yes
920;"Katavelas, Mr. Vassilios (""Catavelas Vassilios"")";male;18.5;3;0;0;72292.0;89;Internet Explorer;;Yes
921;"Keane, Mr. Andrew ""Andy""";male;;3;0;0;77500.0;216;Firefox;;Yes
922;Keefe, Mr. Arthur;male;;3;0;0;72500.0;38;Chrome;;Yes
923;"Kelly, Miss. Anna Katherine ""Annie Kate""";female;;3;0;0;77500.0;254;Firefox;;No
924;Kelly, Miss. Mary;female;;3;0;0;77500.0;247;Firefox;;No
925;Kelly, Mr. James;male;34.5;3;0;0;78292.0;53;Firefox;;Yes
926;Kelly, Mr. James;male;44.0;3;0;0;80500.0;240;Chrome;;Yes
927;Kennedy, Mr. John;male;;3;0;0;77500.0;77;Firefox;;No
928;Khalil, Mr. Betros;male;;3;1;0;144542.0;53;Internet Explorer;;Yes
929;"Khalil, Mrs. Betros (Zahie ""Maria"" Elias)";female;;3;1;0;144542.0;215;Internet Explorer;;Yes
930;Kiernan, Mr. John;male;;3;1;0;77500.0;172;Firefox;;Yes
931;Kiernan, Mr. Philip;male;;3;1;0;77500.0;161;Firefox;;Yes
932;Kilgannon, Mr. Thomas J;male;;3;0;0;77375.0;73;Firefox;;Yes
933;Kink, Miss. Maria;female;22.0;3;2;0;86625.0;30;Chrome;;Yes
934;Kink, Mr. Vincenz;male;26.0;3;2;0;86625.0;67;Chrome;;Yes
935;Kink-Heilmann, Miss. Luise Gretchen;female;4.0;3;0;2;220250.0;109;Chrome;;No
936;Kink-Heilmann, Mr. Anton;male;29.0;3;3;1;220250.0;7;Chrome;;No
937;Kink-Heilmann, Mrs. Anton (Luise Heilmann);female;26.0;3;1;1;220250.0;256;Chrome;;No
938;Klasen, Miss. Gertrud Emilia;female;1.0;3;1;1;121833.0;18;Chrome;;Yes
939;Klasen, Mr. Klas Albin;male;18.0;3;1;1;78542.0;173;Chrome;;Yes
940;Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist);female;36.0;3;0;2;121833.0;1;Chrome;;Yes
941;Kraeff, Mr. Theodor;male;;3;0;0;78958.0;53;Internet Explorer;;Yes
942;Krekorian, Mr. Neshan;male;25.0;3;0;0;72292.0;232;Internet Explorer;;No
943;Lahoud, Mr. Sarkis;male;;3;0;0;72250.0;194;Internet Explorer;;Yes
944;Laitinen, Miss. Kristina Sofia;female;37.0;3;0;0;95875.0;38;Chrome;;Yes
945;Laleff, Mr. Kristo;male;;3;0;0;78958.0;18;Chrome;;Yes
946;Lam, Mr. Ali;male;;3;0;0;564958.0;40;Chrome;;No
947;Lam, Mr. Len;male;;3;0;0;564958.0;213;Chrome;;Yes
948;Landergren, Miss. Aurora Adelia;female;22.0;3;0;0;72500.0;36;Chrome;;No
949;Lane, Mr. Patrick;male;;3;0;0;77500.0;125;Firefox;;Yes
950;Lang, Mr. Fang;male;26.0;3;0;0;564958.0;240;Chrome;;No
951;Larsson, Mr. August Viktor;male;29.0;3;0;0;94833.0;124;Chrome;;Yes
952;Larsson, Mr. Bengt Edvin;male;29.0;3;0;0;77750.0;58;Chrome;;Yes
953;Larsson-Rondberg, Mr. Edvard A;male;22.0;3;0;0;77750.0;218;Chrome;;Yes
954;"Leeni, Mr. Fahim (""Philip Zenni"")";male;22.0;3;0;0;72250.0;246;Internet Explorer;;No
955;Lefebre, Master. Henry Forbes;male;;3;3;1;254667.0;92;Chrome;;Yes
956;Lefebre, Miss. Ida;female;;3;3;1;254667.0;34;Chrome;;Yes
957;Lefebre, Miss. Jeannie;female;;3;3;1;254667.0;67;Chrome;;Yes
958;Lefebre, Miss. Mathilde;female;;3;3;1;254667.0;76;Chrome;;Yes
959;Lefebre, Mrs. Frank (Frances);female;;3;0;4;254667.0;213;Chrome;;Yes
960;Leinonen, Mr. Antti Gustaf;male;32.0;3;0;0;79250.0;138;Chrome;;Yes
961;Lemberopolous, Mr. Peter L;male;34.5;3;0;0;64375.0;114;Internet Explorer;;Yes
962;Lennon, Miss. Mary;female;;3;1;0;155000.0;5;Firefox;;Yes
963;Lennon, Mr. Denis;male;;3;1;0;155000.0;125;Firefox;;Yes
964;Leonard, Mr. Lionel;male;36.0;3;0;0;0.0;149;Chrome;;Yes
965;Lester, Mr. James;male;39.0;3;0;0;241500.0;124;Chrome;;Yes
966;Lievens, Mr. Rene Aime;male;24.0;3;0;0;95000.0;190;Chrome;;Yes
967;Lindahl, Miss. Agda Thorilda Viktoria;female;25.0;3;0;0;77750.0;183;Chrome;;Yes
968;Lindblom, Miss. Augusta Charlotta;female;45.0;3;0;0;77500.0;193;Chrome;;Yes
969;Lindell, Mr. Edvard Bengtsson;male;36.0;3;1;0;155500.0;81;Chrome;;Yes
970;Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson);female;30.0;3;1;0;155500.0;230;Chrome;;Yes
971;Lindqvist, Mr. Eino William;male;20.0;3;1;0;79250.0;121;Chrome;;No
972;Linehan, Mr. Michael;male;;3;0;0;78792.0;197;Firefox;;Yes
973;Ling, Mr. Lee;male;28.0;3;0;0;564958.0;150;Chrome;;Yes
974;Lithman, Mr. Simon;male;;3;0;0;75500.0;56;Chrome;;Yes
975;Lobb, Mr. William Arthur;male;30.0;3;1;0;161000.0;236;Chrome;;Yes
976;Lobb, Mrs. William Arthur (Cordelia K Stanlick);female;26.0;3;1;0;161000.0;45;Chrome;;Yes
977;Lockyer, Mr. Edward;male;;3;0;0;78792.0;221;Chrome;;Yes
978;"Lovell, Mr. John Hall (""Henry"")";male;20.5;3;0;0;72500.0;243;Chrome;;Yes
979;Lulic, Mr. Nikola;male;27.0;3;0;0;86625.0;163;Chrome;;No
980;Lundahl, Mr. Johan Svensson;male;51.0;3;0;0;70542.0;242;Chrome;;Yes
981;Lundin, Miss. Olga Elida;female;23.0;3;0;0;78542.0;91;Chrome;;No
982;Lundstrom, Mr. Thure Edvin;male;32.0;3;0;0;75792.0;26;Chrome;;No
983;Lyntakoff, Mr. Stanko;male;;3;0;0;78958.0;61;Chrome;;Yes
984;MacKay, Mr. George William;male;;3;0;0;75500.0;31;Chrome;;Yes
985;"Madigan, Miss. Margaret ""Maggie""";female;;3;0;0;77500.0;256;Firefox;;No
986;Madsen, Mr. Fridtjof Arne;male;24.0;3;0;0;71417.0;60;Chrome;;No
987;Maenpaa, Mr. Matti Alexanteri;male;22.0;3;0;0;71250.0;90;Chrome;;Yes
988;Mahon, Miss. Bridget Delia;female;;3;0;0;78792.0;189;Firefox;;Yes
989;Mahon, Mr. John;male;;3;0;0;77500.0;123;Firefox;;Yes
990;Maisner, Mr. Simon;male;;3;0;0;80500.0;24;Chrome;;Yes
991;Makinen, Mr. Kalle Edvard;male;29.0;3;0;0;79250.0;42;Chrome;;Yes
